Date,Ticker,Price
12/23/2016,XUT,21.66
12/28/2016,XUT,21.59
12/29/2016,XUT,21.68
12/30/2016,XUT,21.68
1/3/2017,XUT,21.5
1/4/2017,XUT,21.63
1/5/2017,XUT,21.65
1/6/2017,XUT,21.61
1/9/2017,XUT,21.55
1/10/2017,XUT,21.56
1/11/2017,XUT,21.59
1/12/2017,XUT,21.76
1/13/2017,XUT,21.76
1/16/2017,XUT,21.82
1/17/2017,XUT,21.92
1/18/2017,XUT,21.87
1/19/2017,XUT,21.85
1/20/2017,XUT,21.85
1/23/2017,XUT,21.76
1/24/2017,XUT,21.82
1/25/2017,XUT,21.91
1/26/2017,XUT,21.83
1/27/2017,XUT,21.76
1/30/2017,XUT,21.56
1/31/2017,XUT,21.93
2/1/2017,XUT,21.74
2/2/2017,XUT,21.83
2/3/2017,XUT,21.92
2/6/2017,XUT,21.91
2/7/2017,XUT,22.02
2/8/2017,XUT,22.15
2/9/2017,XUT,22.15
2/10/2017,XUT,22.15
2/13/2017,XUT,22.1
2/14/2017,XUT,21.99
2/15/2017,XUT,21.99
2/16/2017,XUT,22.13
2/17/2017,XUT,22.15
2/21/2017,XUT,22.09
2/22/2017,XUT,22.08
2/23/2017,XUT,22.15
2/24/2017,XUT,22.02
2/27/2017,XUT,21.97
2/28/2017,XUT,21.96
3/1/2017,XUT,22.01
3/2/2017,XUT,22.12
3/3/2017,XUT,22.14
3/6/2017,XUT,22.17
3/7/2017,XUT,22.3
3/8/2017,XUT,22.26
3/9/2017,XUT,22.21
3/10/2017,XUT,22.3
3/13/2017,XUT,22.36
3/14/2017,XUT,22.27
3/15/2017,XUT,22.49
3/16/2017,XUT,22.45
3/17/2017,XUT,22.48
3/20/2017,XUT,22.42
3/21/2017,XUT,22.53
3/22/2017,XUT,22.68
3/23/2017,XUT,22.86
3/24/2017,XUT,22.84
3/27/2017,XUT,22.99
3/28/2017,XUT,23.01
3/29/2017,XUT,23.06
3/30/2017,XUT,23
3/31/2017,XUT,23.01
4/3/2017,XUT,22.9
4/4/2017,XUT,22.96
4/5/2017,XUT,22.94
4/6/2017,XUT,23.01
4/7/2017,XUT,23.03
4/10/2017,XUT,23.15
4/11/2017,XUT,23.16
4/12/2017,XUT,23.17
4/13/2017,XUT,23.08
4/17/2017,XUT,23.18
4/18/2017,XUT,23.09
4/19/2017,XUT,22.91
4/20/2017,XUT,22.95
4/21/2017,XUT,22.88
4/24/2017,XUT,22.94
4/25/2017,XUT,22.9
4/26/2017,XUT,22.85
4/27/2017,XUT,22.82
4/28/2017,XUT,22.91
5/1/2017,XUT,22.92
5/2/2017,XUT,23.19
5/3/2017,XUT,22.99
5/4/2017,XUT,22.88
5/5/2017,XUT,23.05
5/8/2017,XUT,23.14
5/9/2017,XUT,22.98
5/10/2017,XUT,23.05
5/11/2017,XUT,22.93
5/12/2017,XUT,23.05
5/15/2017,XUT,23.08
5/16/2017,XUT,23.05
5/17/2017,XUT,22.99
5/18/2017,XUT,22.9
5/19/2017,XUT,23.04
5/23/2017,XUT,23.21
5/24/2017,XUT,23.19
5/25/2017,XUT,23.25
5/26/2017,XUT,23.26
5/29/2017,XUT,23.23
5/30/2017,XUT,23.17
5/31/2017,XUT,23.35
6/1/2017,XUT,23.5
6/2/2017,XUT,23.62
6/5/2017,XUT,23.59
6/6/2017,XUT,23.67
6/7/2017,XUT,23.48
6/8/2017,XUT,23.48
6/9/2017,XUT,23.48
6/12/2017,XUT,23.26
6/13/2017,XUT,23.33
6/14/2017,XUT,23.36
6/15/2017,XUT,23.44
6/16/2017,XUT,23.58
6/19/2017,XUT,23.58
6/20/2017,XUT,23.57
6/21/2017,XUT,23.57
6/22/2017,XUT,23.7
6/23/2017,XUT,23.72
6/26/2017,XUT,23.77
6/27/2017,XUT,23.67
6/28/2017,XUT,23.63
6/29/2017,XUT,23.4
6/30/2017,XUT,23.32
7/4/2017,XUT,23.27
7/5/2017,XUT,23.23
7/6/2017,XUT,22.98
7/7/2017,XUT,22.89
7/10/2017,XUT,22.92
7/11/2017,XUT,22.79
7/12/2017,XUT,22.86
7/13/2017,XUT,22.8
7/14/2017,XUT,22.89
7/17/2017,XUT,22.85
7/18/2017,XUT,22.84
7/19/2017,XUT,22.98
7/20/2017,XUT,23.05
7/21/2017,XUT,23.05
7/24/2017,XUT,22.95
7/25/2017,XUT,22.79
7/26/2017,XUT,22.85
7/27/2017,XUT,22.81
7/28/2017,XUT,22.86
7/31/2017,XUT,22.83
8/1/2017,XUT,22.86
8/2/2017,XUT,23
8/3/2017,XUT,22.93
8/4/2017,XUT,22.98
8/8/2017,XUT,22.99
8/9/2017,XUT,22.97
8/10/2017,XUT,22.94
8/11/2017,XUT,22.9
8/14/2017,XUT,23.02
8/15/2017,XUT,23.13
8/16/2017,XUT,23.18
8/17/2017,XUT,23.14
8/18/2017,XUT,23.05
8/21/2017,XUT,23.05
8/22/2017,XUT,23.05
8/23/2017,XUT,23.23
8/24/2017,XUT,23.17
8/25/2017,XUT,23.2
8/28/2017,XUT,23.15
8/29/2017,XUT,23.11
8/30/2017,XUT,23.18
8/31/2017,XUT,23.21
9/1/2017,XUT,23.16
9/5/2017,XUT,23.14
9/6/2017,XUT,23.06
9/7/2017,XUT,23.15
9/8/2017,XUT,23.18
9/11/2017,XUT,23.11
9/12/2017,XUT,22.93
9/13/2017,XUT,22.73
9/14/2017,XUT,22.77
9/15/2017,XUT,22.46
9/18/2017,XUT,22.49
9/19/2017,XUT,22.61
9/20/2017,XUT,22.59
9/21/2017,XUT,22.53
9/22/2017,XUT,22.46
9/25/2017,XUT,22.52
9/26/2017,XUT,22.48
9/27/2017,XUT,22.46
9/28/2017,XUT,22.61
9/29/2017,XUT,22.66
10/2/2017,XUT,22.68
10/3/2017,XUT,22.67
10/4/2017,XUT,22.72
10/5/2017,XUT,22.85
10/6/2017,XUT,22.84
10/10/2017,XUT,22.91
10/11/2017,XUT,22.95
10/12/2017,XUT,23.03
10/13/2017,XUT,23.02
10/16/2017,XUT,23.18
10/17/2017,XUT,23.26
10/18/2017,XUT,23.36
10/19/2017,XUT,23.3
10/20/2017,XUT,23.4
10/23/2017,XUT,23.4
10/24/2017,XUT,23.43
10/25/2017,XUT,23.24
10/26/2017,XUT,23.23
10/27/2017,XUT,23.25
10/30/2017,XUT,23.33
10/31/2017,XUT,23.33
11/1/2017,XUT,23.23
11/2/2017,XUT,23.04
11/3/2017,XUT,23.14
11/6/2017,XUT,23.31
11/7/2017,XUT,23.36
11/8/2017,XUT,23.36
11/9/2017,XUT,23.18
11/10/2017,XUT,23.15
11/13/2017,XUT,23.15
11/14/2017,XUT,23.14
11/15/2017,XUT,23.12
11/16/2017,XUT,23.27
11/17/2017,XUT,23.19
11/20/2017,XUT,23.18
11/21/2017,XUT,23.22
11/22/2017,XUT,23.27
11/23/2017,XUT,23.28
11/24/2017,XUT,23.32
11/27/2017,XUT,23.31
11/28/2017,XUT,23.48
11/29/2017,XUT,23.3
11/30/2017,XUT,23.31
12/1/2017,XUT,23.3
12/4/2017,XUT,23.24
12/5/2017,XUT,23.15
12/6/2017,XUT,23.32
12/7/2017,XUT,23.32
12/8/2017,XUT,23.39
12/11/2017,XUT,23.3
12/12/2017,XUT,23.27
12/13/2017,XUT,23.34
12/14/2017,XUT,23.34
12/15/2017,XUT,23.25
12/18/2017,XUT,23.26
12/19/2017,XUT,23.14
12/20/2017,XUT,23.13
12/21/2017,XUT,22.98
12/22/2017,XUT,22.95
12/27/2017,XUT,23.16
12/28/2017,XUT,23.08
12/29/2017,XUT,23.04
1/2/2018,XUT,22.91
1/3/2018,XUT,22.68
1/4/2018,XUT,22.55
1/5/2018,XUT,22.58
1/8/2018,XUT,22.56
1/9/2018,XUT,22.5
1/10/2018,XUT,22.22
1/11/2018,XUT,22.25
1/12/2018,XUT,22.13
1/15/2018,XUT,22.24
1/16/2018,XUT,22.2
1/17/2018,XUT,22.25
1/18/2018,XUT,22.23
1/19/2018,XUT,22.23
1/22/2018,XUT,22.18
1/23/2018,XUT,22.2
1/24/2018,XUT,22.1
1/25/2018,XUT,22.06
1/26/2018,XUT,22.1
1/29/2018,XUT,21.9
1/30/2018,XUT,21.71
1/31/2018,XUT,21.95
2/1/2018,XUT,21.65
2/2/2018,XUT,21.4
2/5/2018,XUT,21.28
2/6/2018,XUT,21.11
2/7/2018,XUT,21.1
2/8/2018,XUT,20.92
2/9/2018,XUT,21.16
2/12/2018,XUT,20.94
2/13/2018,XUT,20.76
2/14/2018,XUT,20.58
2/15/2018,XUT,20.85
2/16/2018,XUT,21.27
2/20/2018,XUT,21.28
2/21/2018,XUT,21.14
2/22/2018,XUT,20.96
2/23/2018,XUT,21.12
2/26/2018,XUT,21.11
2/27/2018,XUT,21.12
2/28/2018,XUT,21.13
3/1/2018,XUT,21.1
3/2/2018,XUT,21.24
3/5/2018,XUT,21.34
3/6/2018,XUT,21.3
3/7/2018,XUT,21.32
3/8/2018,XUT,21.33
3/9/2018,XUT,21.35
3/12/2018,XUT,21.36
3/13/2018,XUT,21.4
3/14/2018,XUT,21.4
3/15/2018,XUT,21.37
3/16/2018,XUT,21.27
3/19/2018,XUT,21.33
3/20/2018,XUT,21.39
3/21/2018,XUT,21.35
3/22/2018,XUT,21.51
3/23/2018,XUT,21.37
3/26/2018,XUT,21.2
3/27/2018,XUT,21.29
3/28/2018,XUT,21.46
3/29/2018,XUT,21.44
4/2/2018,XUT,21.45
4/3/2018,XUT,21.41
4/4/2018,XUT,21.35
4/5/2018,XUT,21.42
4/6/2018,XUT,21.34
4/9/2018,XUT,21.4
4/10/2018,XUT,21.16
4/11/2018,XUT,21.17
4/12/2018,XUT,21.02
4/13/2018,XUT,20.99
4/16/2018,XUT,21.12
4/17/2018,XUT,21.13
4/18/2018,XUT,21.24
4/19/2018,XUT,21.19
4/20/2018,XUT,21.17
4/23/2018,XUT,21.15
4/24/2018,XUT,21.01
4/25/2018,XUT,20.91
4/26/2018,XUT,21.05
4/27/2018,XUT,21.14
4/30/2018,XUT,21.02
5/1/2018,XUT,21.07
5/2/2018,XUT,20.95
5/3/2018,XUT,21.14
5/4/2018,XUT,21.19
5/7/2018,XUT,21.15
5/8/2018,XUT,20.99
5/9/2018,XUT,20.85
5/10/2018,XUT,20.9
5/11/2018,XUT,20.85
5/14/2018,XUT,20.76
5/15/2018,XUT,20.68
5/16/2018,XUT,20.55
5/17/2018,XUT,20.54
5/18/2018,XUT,20.66
5/22/2018,XUT,20.62
5/23/2018,XUT,20.78
5/24/2018,XUT,20.82
5/25/2018,XUT,20.76
5/28/2018,XUT,20.72
5/29/2018,XUT,20.76
5/30/2018,XUT,20.75
5/31/2018,XUT,20.67
6/1/2018,XUT,20.63
6/4/2018,XUT,20.61
6/5/2018,XUT,20.62
6/6/2018,XUT,20.47
6/7/2018,XUT,20.47
6/8/2018,XUT,20.5
6/11/2018,XUT,20.56
6/12/2018,XUT,20.6
6/13/2018,XUT,20.6
6/14/2018,XUT,20.69
6/15/2018,XUT,20.94
6/18/2018,XUT,20.94
6/19/2018,XUT,21.07
6/20/2018,XUT,21.16
6/21/2018,XUT,21.11
6/22/2018,XUT,21.2
6/25/2018,XUT,21.07
6/26/2018,XUT,21.1
6/27/2018,XUT,21.15
6/28/2018,XUT,21.04
6/29/2018,XUT,21.07
7/3/2018,XUT,21.18
7/4/2018,XUT,21.3
7/5/2018,XUT,21.45
7/6/2018,XUT,21.45
7/9/2018,XUT,21.26
7/10/2018,XUT,21.3
7/11/2018,XUT,21.29
7/12/2018,XUT,21.35
7/13/2018,XUT,21.27
7/16/2018,XUT,21.29
7/17/2018,XUT,21.32
7/18/2018,XUT,21.23
7/19/2018,XUT,21.33
7/20/2018,XUT,21.3
7/23/2018,XUT,21.21
7/24/2018,XUT,21.2
7/25/2018,XUT,21.1
7/26/2018,XUT,21.23
7/27/2018,XUT,21.11
7/30/2018,XUT,21.08
7/31/2018,XUT,21.2
8/1/2018,XUT,21.19
8/2/2018,XUT,21.27
8/3/2018,XUT,21.45
8/7/2018,XUT,21.41
8/8/2018,XUT,21.38
8/9/2018,XUT,21.37
8/10/2018,XUT,21.19
8/13/2018,XUT,21.07
8/14/2018,XUT,21.12
8/15/2018,XUT,21.16
8/16/2018,XUT,21.35
8/17/2018,XUT,21.43
8/20/2018,XUT,21.41
8/21/2018,XUT,21.36
8/22/2018,XUT,21.3
8/23/2018,XUT,21.27
8/24/2018,XUT,21.28
8/27/2018,XUT,21.15
8/28/2018,XUT,21.16
8/29/2018,XUT,21.06
8/30/2018,XUT,21.23
8/31/2018,XUT,21.1
9/4/2018,XUT,21.08
9/5/2018,XUT,21.11
9/6/2018,XUT,21.19
9/7/2018,XUT,21.16
9/10/2018,XUT,21.23
9/11/2018,XUT,21.15
9/12/2018,XUT,21.22
9/13/2018,XUT,21.21
9/14/2018,XUT,21.15
9/17/2018,XUT,21.35
9/18/2018,XUT,21.3
9/19/2018,XUT,21.15
9/20/2018,XUT,20.92
9/21/2018,XUT,20.98
9/24/2018,XUT,20.78
9/25/2018,XUT,20.69
9/26/2018,XUT,20.79
9/27/2018,XUT,20.79
9/28/2018,XUT,20.84
10/1/2018,XUT,20.74
10/2/2018,XUT,20.75
10/3/2018,XUT,20.6
10/4/2018,XUT,20.43
10/5/2018,XUT,20.42
10/9/2018,XUT,20.42
10/10/2018,XUT,20.27
10/11/2018,XUT,20.22
10/12/2018,XUT,20.33
10/15/2018,XUT,20.28
10/16/2018,XUT,20.3
10/17/2018,XUT,20.5
10/18/2018,XUT,20.42
10/19/2018,XUT,20.66
10/22/2018,XUT,20.65
10/23/2018,XUT,20.69
10/24/2018,XUT,20.84
10/25/2018,XUT,20.67
10/26/2018,XUT,20.58
10/29/2018,XUT,20.29
10/30/2018,XUT,20.08
10/31/2018,XUT,20.15
11/1/2018,XUT,20.17
11/2/2018,XUT,20.05
11/5/2018,XUT,20.39
11/6/2018,XUT,20.67
11/7/2018,XUT,20.84
11/8/2018,XUT,20.72
11/9/2018,XUT,20.82
11/12/2018,XUT,20.99
11/13/2018,XUT,21.08
11/14/2018,XUT,21.12
11/15/2018,XUT,21.1
11/16/2018,XUT,21.07
11/19/2018,XUT,21.05
11/20/2018,XUT,20.88
11/21/2018,XUT,21.11
11/22/2018,XUT,21
11/23/2018,XUT,21.08
11/26/2018,XUT,20.92
11/27/2018,XUT,20.82
11/28/2018,XUT,20.85
11/29/2018,XUT,20.98
11/30/2018,XUT,21
12/3/2018,XUT,21.09
12/4/2018,XUT,21.28
12/5/2018,XUT,21.28
12/6/2018,XUT,21.34
12/7/2018,XUT,21.24
12/10/2018,XUT,21.1
12/11/2018,XUT,21.07
12/12/2018,XUT,21.15
12/13/2018,XUT,21.27
12/14/2018,XUT,21.07
12/17/2018,XUT,20.68
12/18/2018,XUT,20.66
12/19/2018,XUT,20.5
12/20/2018,XUT,20.19
12/21/2018,XUT,19.94
12/24/2018,XUT,19.44
12/27/2018,XUT,19.87
12/28/2018,XUT,20.01
12/31/2018,XUT,20.23
1/2/2019,XUT,20.22
1/3/2019,XUT,20.26
1/4/2019,XUT,20.25
1/7/2019,XUT,20.35
1/8/2019,XUT,20.58
1/9/2019,XUT,20.63
1/10/2019,XUT,20.86
1/11/2019,XUT,20.84
1/14/2019,XUT,20.68
1/15/2019,XUT,20.97
1/16/2019,XUT,20.94
1/17/2019,XUT,21.12
1/18/2019,XUT,21.23
1/21/2019,XUT,21.18
1/22/2019,XUT,21.23
1/23/2019,XUT,21.26
1/24/2019,XUT,21.36
1/25/2019,XUT,21.38
1/28/2019,XUT,21.31
1/29/2019,XUT,21.37
1/30/2019,XUT,21.32
1/31/2019,XUT,21.43
2/1/2019,XUT,21.44
2/4/2019,XUT,21.52
2/5/2019,XUT,21.66
2/6/2019,XUT,21.83
2/7/2019,XUT,21.86
2/8/2019,XUT,21.91
2/11/2019,XUT,21.87
2/12/2019,XUT,21.8
2/13/2019,XUT,21.75
2/14/2019,XUT,21.88
2/15/2019,XUT,21.88
2/19/2019,XUT,21.9
2/20/2019,XUT,21.93
2/21/2019,XUT,21.97
2/22/2019,XUT,21.86
2/25/2019,XUT,21.92
2/26/2019,XUT,22.05
2/27/2019,XUT,22.07
2/28/2019,XUT,22.28
3/1/2019,XUT,22.36
3/4/2019,XUT,22.46
3/5/2019,XUT,22.46
3/6/2019,XUT,22.62
3/7/2019,XUT,22.7
3/8/2019,XUT,22.68
3/11/2019,XUT,22.79
3/12/2019,XUT,23
3/13/2019,XUT,22.98
3/14/2019,XUT,23
3/15/2019,XUT,22.99
3/18/2019,XUT,23.03
3/19/2019,XUT,22.88
3/20/2019,XUT,22.91
3/21/2019,XUT,23.04
3/22/2019,XUT,23.21
3/25/2019,XUT,23.13
3/26/2019,XUT,23.2
3/27/2019,XUT,23.28
3/28/2019,XUT,23.27
3/29/2019,XUT,23.23
4/1/2019,XUT,23.15
4/2/2019,XUT,23.18
4/3/2019,XUT,23.32
4/4/2019,XUT,23.3
4/5/2019,XUT,23.39
4/8/2019,XUT,23.38
4/9/2019,XUT,23.34
4/10/2019,XUT,23.38
4/11/2019,XUT,23.38
4/12/2019,XUT,23.42
4/15/2019,XUT,23.46
4/16/2019,XUT,23.41
4/17/2019,XUT,23.43
4/18/2019,XUT,23.4
4/22/2019,XUT,23.38
4/23/2019,XUT,23.43
4/24/2019,XUT,23.27
4/25/2019,XUT,23.3
4/26/2019,XUT,23.29
4/29/2019,XUT,23.21
4/30/2019,XUT,23.25
5/1/2019,XUT,23.18
5/2/2019,XUT,23.19
5/3/2019,XUT,23.28
5/6/2019,XUT,23.32
5/7/2019,XUT,23.3
5/8/2019,XUT,23.33
5/9/2019,XUT,23.37
5/10/2019,XUT,23.37
5/13/2019,XUT,23.48
5/14/2019,XUT,23.65
5/15/2019,XUT,23.64
5/16/2019,XUT,23.64
5/17/2019,XUT,23.74
5/21/2019,XUT,23.75
5/22/2019,XUT,23.85
5/23/2019,XUT,23.89
5/24/2019,XUT,23.83
5/27/2019,XUT,23.92
5/28/2019,XUT,24.02
5/29/2019,XUT,23.97
5/30/2019,XUT,23.85
5/31/2019,XUT,23.94
6/3/2019,XUT,23.98
6/4/2019,XUT,23.98
6/5/2019,XUT,24.12
6/6/2019,XUT,24.28
6/7/2019,XUT,24.32
