Date,Ticker,Price
9/29/2015,XFN.TO,28.78
9/29/2015,XEG.TO,10.49
9/29/2015,XRE.TO,15.11
9/29/2015,XIT.TO,11.8
9/29/2015,XIC.TO,20.63
9/29/2015,XGD.TO,7.6
9/29/2015,XUT.TO,19.13
9/29/2015,XHC.TO,38.19
9/29/2015,XQQ.TO,33.7
9/30/2015,XST.TO,48.22
9/30/2015,XFN.TO,29.36
9/30/2015,XEG.TO,10.56
9/30/2015,XRE.TO,15.23
9/30/2015,XIT.TO,11.93
9/30/2015,XIC.TO,21.06
9/30/2015,XGD.TO,7.75
9/30/2015,XUT.TO,19.76
9/30/2015,XHC.TO,39.08
9/30/2015,XQQ.TO,34.59
10/1/2015,XST.TO,47.98
10/1/2015,XFN.TO,29.35
10/1/2015,XEG.TO,10.46
10/1/2015,XRE.TO,15.08
10/1/2015,XIT.TO,11.93
10/1/2015,XIC.TO,20.95
10/1/2015,XGD.TO,7.52
10/1/2015,XUT.TO,19.57
10/1/2015,XHC.TO,39.3
10/1/2015,XQQ.TO,34.54
10/2/2015,XST.TO,48.22
10/2/2015,XFN.TO,29.02
10/2/2015,XEG.TO,10.7
10/2/2015,XRE.TO,15.31
10/2/2015,XIT.TO,12.1
10/2/2015,XIC.TO,21.13
10/2/2015,XGD.TO,8.03
10/2/2015,XUT.TO,19.64
10/2/2015,XHC.TO,39.86
10/2/2015,XQQ.TO,35.27
10/5/2015,XST.TO,49.01
10/5/2015,XFN.TO,29.51
10/5/2015,XEG.TO,11.17
10/5/2015,XRE.TO,15.44
10/5/2015,XIT.TO,12.24
10/5/2015,XIC.TO,21.48
10/5/2015,XGD.TO,8.27
10/5/2015,XUT.TO,20.1
10/5/2015,XHC.TO,40.14
10/5/2015,XQQ.TO,35.84
10/6/2015,XST.TO,48.4
10/6/2015,XFN.TO,29.75
10/6/2015,XEG.TO,11.57
10/6/2015,XRE.TO,15.13
10/6/2015,XIT.TO,12.09
10/6/2015,XIC.TO,21.63
10/6/2015,XGD.TO,8.5
10/6/2015,XUT.TO,19.81
10/6/2015,XHC.TO,39.42
10/6/2015,XQQ.TO,35.62
10/7/2015,XST.TO,48.15
10/7/2015,XFN.TO,30.08
10/7/2015,XEG.TO,11.92
10/7/2015,XRE.TO,15.36
10/7/2015,XIT.TO,12.19
10/7/2015,XIC.TO,21.97
10/7/2015,XGD.TO,8.55
10/7/2015,XUT.TO,20.03
10/7/2015,XHC.TO,39.69
10/7/2015,XQQ.TO,35.65
10/8/2015,XST.TO,48.23
10/8/2015,XFN.TO,30.27
10/8/2015,XEG.TO,12.32
10/8/2015,XRE.TO,15.41
10/8/2015,XIT.TO,12.18
10/8/2015,XIC.TO,22.15
10/8/2015,XGD.TO,8.42
10/8/2015,XUT.TO,20.02
10/8/2015,XHC.TO,39.72
10/8/2015,XQQ.TO,35.83
10/9/2015,XST.TO,48.0
10/9/2015,XFN.TO,30.07
10/9/2015,XEG.TO,12.17
10/9/2015,XRE.TO,15.46
10/9/2015,XIT.TO,12.13
10/9/2015,XIC.TO,22.13
10/9/2015,XGD.TO,8.76
10/9/2015,XUT.TO,20.2
10/9/2015,XHC.TO,39.82
10/9/2015,XQQ.TO,36.1
10/13/2015,XST.TO,48.9
10/13/2015,XFN.TO,30.03
10/13/2015,XEG.TO,11.85
10/13/2015,XRE.TO,15.42
10/13/2015,XIT.TO,12.17
10/13/2015,XIC.TO,21.93
10/13/2015,XGD.TO,8.6
10/13/2015,XUT.TO,20.13
10/13/2015,XHC.TO,39.42
10/13/2015,XQQ.TO,36.06
10/14/2015,XST.TO,48.35
10/14/2015,XFN.TO,29.73
10/14/2015,XEG.TO,12.0
10/14/2015,XRE.TO,15.33
10/14/2015,XIT.TO,12.1
10/14/2015,XIC.TO,21.97
10/14/2015,XGD.TO,9.15
10/14/2015,XUT.TO,19.82
10/14/2015,XHC.TO,39.33
10/14/2015,XQQ.TO,36.0
10/15/2015,XST.TO,48.67
10/15/2015,XFN.TO,29.72
10/15/2015,XEG.TO,11.92
10/15/2015,XRE.TO,15.42
10/15/2015,XIT.TO,12.09
10/15/2015,XIC.TO,21.92
10/15/2015,XGD.TO,9.09
10/15/2015,XUT.TO,19.87
10/15/2015,XHC.TO,40.05
10/15/2015,XQQ.TO,36.44
10/16/2015,XST.TO,48.6
10/16/2015,XFN.TO,29.87
10/16/2015,XEG.TO,11.86
10/16/2015,XRE.TO,15.45
10/16/2015,XIT.TO,12.1
10/16/2015,XIC.TO,21.94
10/16/2015,XGD.TO,8.9
10/16/2015,XUT.TO,19.88
10/16/2015,XHC.TO,40.59
10/16/2015,XQQ.TO,36.55
10/19/2015,XST.TO,49.01
10/19/2015,XFN.TO,29.95
10/19/2015,XEG.TO,11.51
10/19/2015,XRE.TO,15.6
10/19/2015,XIT.TO,12.24
10/19/2015,XIC.TO,21.8
10/19/2015,XGD.TO,8.63
10/19/2015,XUT.TO,19.99
10/19/2015,XHC.TO,40.64
10/19/2015,XQQ.TO,36.85
10/20/2015,XST.TO,49.15
10/20/2015,XFN.TO,30.16
10/20/2015,XEG.TO,11.65
10/20/2015,XRE.TO,15.6
10/20/2015,XIT.TO,12.14
10/20/2015,XIC.TO,21.94
10/20/2015,XGD.TO,8.95
10/20/2015,XUT.TO,20.23
10/20/2015,XHC.TO,40.05
10/20/2015,XQQ.TO,36.68
10/21/2015,XST.TO,49.6
10/21/2015,XFN.TO,30.2
10/21/2015,XEG.TO,11.46
10/21/2015,XRE.TO,15.55
10/21/2015,XIT.TO,12.11
10/21/2015,XIC.TO,21.72
10/21/2015,XGD.TO,8.76
10/21/2015,XUT.TO,20.18
10/21/2015,XHC.TO,39.63
10/21/2015,XQQ.TO,36.73
10/22/2015,XST.TO,50.25
10/22/2015,XFN.TO,30.59
10/22/2015,XEG.TO,11.68
10/22/2015,XRE.TO,15.76
10/22/2015,XIT.TO,12.34
10/22/2015,XIC.TO,22.01
10/22/2015,XGD.TO,8.93
10/22/2015,XUT.TO,20.45
10/22/2015,XHC.TO,39.65
10/22/2015,XQQ.TO,37.19
10/23/2015,XST.TO,50.09
10/23/2015,XFN.TO,30.73
10/23/2015,XEG.TO,11.55
10/23/2015,XRE.TO,15.58
10/23/2015,XIT.TO,12.4
10/23/2015,XIC.TO,22.12
10/23/2015,XGD.TO,9.17
10/23/2015,XUT.TO,20.23
10/23/2015,XHC.TO,40.53
10/23/2015,XQQ.TO,38.22
10/26/2015,XST.TO,49.71
10/26/2015,XFN.TO,30.6
10/26/2015,XEG.TO,11.25
10/26/2015,XRE.TO,15.51
10/26/2015,XIT.TO,12.18
10/26/2015,XIC.TO,21.87
10/26/2015,XGD.TO,8.87
10/26/2015,XUT.TO,19.94
10/26/2015,XHC.TO,40.57
10/26/2015,XQQ.TO,38.28
10/27/2015,XST.TO,49.0
10/27/2015,XFN.TO,30.73
10/27/2015,XEG.TO,11.04
10/27/2015,XRE.TO,15.35
10/27/2015,XIT.TO,11.98
10/27/2015,XIC.TO,21.71
10/27/2015,XGD.TO,8.98
10/27/2015,XUT.TO,19.61
10/27/2015,XHC.TO,41.11
10/27/2015,XQQ.TO,38.29
10/28/2015,XST.TO,49.04
10/28/2015,XFN.TO,31.05
10/28/2015,XEG.TO,11.34
10/28/2015,XRE.TO,15.36
10/28/2015,XIT.TO,12.1
10/28/2015,XIC.TO,21.98
10/28/2015,XGD.TO,8.87
10/28/2015,XUT.TO,19.69
10/28/2015,XHC.TO,41.68
10/28/2015,XQQ.TO,38.56
10/29/2015,XST.TO,48.45
10/29/2015,XFN.TO,30.99
10/29/2015,XEG.TO,11.41
10/29/2015,XRE.TO,15.46
10/29/2015,XIT.TO,12.25
10/29/2015,XIC.TO,21.88
10/29/2015,XGD.TO,8.56
10/29/2015,XUT.TO,19.76
10/29/2015,XHC.TO,41.6
10/29/2015,XQQ.TO,38.63
10/30/2015,XST.TO,48.09
10/30/2015,XFN.TO,30.35
10/30/2015,XEG.TO,11.35
10/30/2015,XRE.TO,15.27
10/30/2015,XIT.TO,12.2
10/30/2015,XIC.TO,21.46
10/30/2015,XGD.TO,8.37
10/30/2015,XUT.TO,19.4
10/30/2015,XHC.TO,41.43
10/30/2015,XQQ.TO,38.64
11/2/2015,XST.TO,47.75
11/2/2015,XFN.TO,30.46
11/2/2015,XEG.TO,11.56
11/2/2015,XRE.TO,15.26
11/2/2015,XIT.TO,12.34
11/2/2015,XIC.TO,21.61
11/2/2015,XGD.TO,8.43
11/2/2015,XUT.TO,19.38
11/2/2015,XHC.TO,42.06
11/2/2015,XQQ.TO,38.88
11/3/2015,XST.TO,48.36
11/3/2015,XFN.TO,30.57
11/3/2015,XEG.TO,11.95
11/3/2015,XRE.TO,15.2
11/3/2015,XIT.TO,12.38
11/3/2015,XIC.TO,21.75
11/3/2015,XGD.TO,8.34
11/3/2015,XUT.TO,19.44
11/3/2015,XHC.TO,41.9
11/3/2015,XQQ.TO,38.98
11/4/2015,XST.TO,48.89
11/4/2015,XFN.TO,30.5
11/4/2015,XEG.TO,11.87
11/4/2015,XRE.TO,15.1
11/4/2015,XIT.TO,12.57
11/4/2015,XIC.TO,21.68
11/4/2015,XGD.TO,8.19
11/4/2015,XUT.TO,19.47
11/4/2015,XHC.TO,41.8
11/4/2015,XQQ.TO,38.98
11/5/2015,XST.TO,49.05
11/5/2015,XFN.TO,30.61
11/5/2015,XEG.TO,11.86
11/5/2015,XRE.TO,15.31
11/5/2015,XIT.TO,12.61
11/5/2015,XIC.TO,21.53
11/5/2015,XGD.TO,7.86
11/5/2015,XUT.TO,19.5
11/5/2015,XHC.TO,41.78
11/5/2015,XQQ.TO,38.92
11/6/2015,XST.TO,48.52
11/6/2015,XFN.TO,30.88
11/6/2015,XEG.TO,11.8
11/6/2015,XRE.TO,15.1
11/6/2015,XIT.TO,12.55
11/6/2015,XIC.TO,21.5
11/6/2015,XGD.TO,7.61
11/6/2015,XUT.TO,19.37
11/6/2015,XHC.TO,41.7
11/6/2015,XQQ.TO,38.85
11/9/2015,XST.TO,48.17
11/9/2015,XFN.TO,30.66
11/9/2015,XEG.TO,11.65
11/9/2015,XRE.TO,14.92
11/9/2015,XIT.TO,12.52
11/9/2015,XIC.TO,21.4
11/9/2015,XGD.TO,7.81
11/9/2015,XUT.TO,19.47
11/9/2015,XHC.TO,41.28
11/9/2015,XQQ.TO,38.5
11/10/2015,XST.TO,48.01
11/10/2015,XFN.TO,30.67
11/10/2015,XEG.TO,11.6
11/10/2015,XRE.TO,14.78
11/10/2015,XIT.TO,12.37
11/10/2015,XIC.TO,21.27
11/10/2015,XGD.TO,7.64
11/10/2015,XUT.TO,19.59
11/10/2015,XHC.TO,41.47
11/10/2015,XQQ.TO,38.4
11/11/2015,XST.TO,47.95
11/11/2015,XFN.TO,30.72
11/11/2015,XEG.TO,11.28
11/11/2015,XRE.TO,14.84
11/11/2015,XIT.TO,12.46
11/11/2015,XIC.TO,21.16
11/11/2015,XGD.TO,7.75
11/11/2015,XUT.TO,19.48
11/11/2015,XHC.TO,41.25
11/11/2015,XQQ.TO,38.38
11/12/2015,XST.TO,46.93
11/12/2015,XFN.TO,30.2
11/12/2015,XEG.TO,11.02
11/12/2015,XRE.TO,14.77
11/12/2015,XIT.TO,12.37
11/12/2015,XIC.TO,20.83
11/12/2015,XGD.TO,7.68
11/12/2015,XUT.TO,19.07
11/12/2015,XHC.TO,40.41
11/12/2015,XQQ.TO,38.0
11/13/2015,XST.TO,46.62
11/13/2015,XFN.TO,29.85
11/13/2015,XEG.TO,11.13
11/13/2015,XRE.TO,14.74
11/13/2015,XIT.TO,12.3
11/13/2015,XIC.TO,20.76
11/13/2015,XGD.TO,7.77
11/13/2015,XUT.TO,19.14
11/13/2015,XHC.TO,40.4
11/13/2015,XQQ.TO,37.26
11/16/2015,XST.TO,48.18
11/16/2015,XFN.TO,30.31
11/16/2015,XEG.TO,11.59
11/16/2015,XRE.TO,14.75
11/16/2015,XIT.TO,12.54
11/16/2015,XIC.TO,21.13
11/16/2015,XGD.TO,7.82
11/16/2015,XUT.TO,19.44
11/16/2015,XHC.TO,40.94
11/16/2015,XQQ.TO,37.7
11/17/2015,XST.TO,48.5
11/17/2015,XFN.TO,30.46
11/17/2015,XEG.TO,11.49
11/17/2015,XRE.TO,14.9
11/17/2015,XIT.TO,12.52
11/17/2015,XIC.TO,21.08
11/17/2015,XGD.TO,7.43
11/17/2015,XUT.TO,19.37
11/17/2015,XHC.TO,41.19
11/17/2015,XQQ.TO,37.75
11/18/2015,XST.TO,49.2
11/18/2015,XFN.TO,30.57
11/18/2015,XEG.TO,11.47
11/18/2015,XRE.TO,14.84
11/18/2015,XIT.TO,12.61
11/18/2015,XIC.TO,21.28
11/18/2015,XGD.TO,7.7
11/18/2015,XUT.TO,19.46
11/18/2015,XHC.TO,41.75
11/18/2015,XQQ.TO,38.48
11/19/2015,XST.TO,48.94
11/19/2015,XFN.TO,30.77
11/19/2015,XEG.TO,11.3
11/19/2015,XRE.TO,14.86
11/19/2015,XIT.TO,12.75
11/19/2015,XIC.TO,21.39
11/19/2015,XGD.TO,7.89
11/19/2015,XUT.TO,19.39
11/19/2015,XHC.TO,41.43
11/19/2015,XQQ.TO,38.66
11/20/2015,XST.TO,49.0
11/20/2015,XFN.TO,30.7
11/20/2015,XEG.TO,11.09
11/20/2015,XRE.TO,15.01
11/20/2015,XIT.TO,12.85
11/20/2015,XIC.TO,21.34
11/20/2015,XGD.TO,7.64
11/20/2015,XUT.TO,19.46
11/20/2015,XHC.TO,41.73
11/20/2015,XQQ.TO,38.76
11/23/2015,XST.TO,49.25
11/23/2015,XFN.TO,30.5
11/23/2015,XEG.TO,11.19
11/23/2015,XRE.TO,14.86
11/23/2015,XIT.TO,12.88
11/23/2015,XIC.TO,21.25
11/23/2015,XGD.TO,7.6
11/23/2015,XUT.TO,19.26
11/23/2015,XHC.TO,41.56
11/23/2015,XQQ.TO,38.68
11/24/2015,XST.TO,49.5
11/24/2015,XFN.TO,30.45
11/24/2015,XEG.TO,11.4
11/24/2015,XRE.TO,15.01
11/24/2015,XIT.TO,12.75
11/24/2015,XIC.TO,21.31
11/24/2015,XGD.TO,7.82
11/24/2015,XUT.TO,18.79
11/24/2015,XHC.TO,41.56
11/24/2015,XQQ.TO,38.67
11/25/2015,XST.TO,50.13
11/25/2015,XFN.TO,30.4
11/25/2015,XEG.TO,11.31
11/25/2015,XRE.TO,14.91
11/25/2015,XIT.TO,12.92
11/25/2015,XIC.TO,21.3
11/25/2015,XGD.TO,7.79
11/25/2015,XUT.TO,18.76
11/25/2015,XHC.TO,41.8
11/25/2015,XQQ.TO,38.72
11/26/2015,XST.TO,49.86
11/26/2015,XFN.TO,30.52
11/26/2015,XEG.TO,11.27
11/26/2015,XRE.TO,14.91
11/26/2015,XIT.TO,12.97
11/26/2015,XIC.TO,21.34
11/26/2015,XGD.TO,7.84
11/26/2015,XUT.TO,18.88
11/26/2015,XHC.TO,42.09
11/26/2015,XQQ.TO,38.86
11/27/2015,XST.TO,49.33
11/27/2015,XFN.TO,30.53
11/27/2015,XEG.TO,11.1
11/27/2015,XRE.TO,15.0
11/27/2015,XIT.TO,12.94
11/27/2015,XIC.TO,21.24
11/27/2015,XGD.TO,7.69
11/27/2015,XUT.TO,18.99
11/27/2015,XHC.TO,41.75
11/27/2015,XQQ.TO,38.81
11/30/2015,XST.TO,49.1
11/30/2015,XFN.TO,30.65
11/30/2015,XEG.TO,11.28
11/30/2015,XRE.TO,15.04
11/30/2015,XIT.TO,13.0
11/30/2015,XIC.TO,21.41
11/30/2015,XGD.TO,7.85
11/30/2015,XUT.TO,18.93
11/30/2015,XHC.TO,41.5
11/30/2015,XQQ.TO,38.64
12/1/2015,XST.TO,49.69
12/1/2015,XFN.TO,30.96
12/1/2015,XEG.TO,11.43
12/1/2015,XRE.TO,15.04
12/1/2015,XIT.TO,13.15
12/1/2015,XIC.TO,21.68
12/1/2015,XGD.TO,8.06
12/1/2015,XUT.TO,19.26
12/1/2015,XHC.TO,42.15
12/1/2015,XQQ.TO,39.0
12/2/2015,XST.TO,49.25
12/2/2015,XFN.TO,30.85
12/2/2015,XEG.TO,11.03
12/2/2015,XRE.TO,14.85
12/2/2015,XIT.TO,12.96
12/2/2015,XIC.TO,21.41
12/2/2015,XGD.TO,7.9
12/2/2015,XUT.TO,19.15
12/2/2015,XHC.TO,41.75
12/2/2015,XQQ.TO,38.8
12/3/2015,XST.TO,48.75
12/3/2015,XFN.TO,30.51
12/3/2015,XEG.TO,11.01
12/3/2015,XRE.TO,14.78
12/3/2015,XIT.TO,12.8
12/3/2015,XIC.TO,21.19
12/3/2015,XGD.TO,8.03
12/3/2015,XUT.TO,18.87
12/3/2015,XHC.TO,40.7
12/3/2015,XQQ.TO,38.1
12/4/2015,XST.TO,49.0
12/4/2015,XFN.TO,30.68
12/4/2015,XEG.TO,10.78
12/4/2015,XRE.TO,14.78
12/4/2015,XIT.TO,12.97
12/4/2015,XIC.TO,21.24
12/4/2015,XGD.TO,8.54
12/4/2015,XUT.TO,18.84
12/4/2015,XHC.TO,41.47
12/4/2015,XQQ.TO,39.03
12/7/2015,XST.TO,49.24
12/7/2015,XFN.TO,30.12
12/7/2015,XEG.TO,10.14
12/7/2015,XRE.TO,14.59
12/7/2015,XIT.TO,12.81
12/7/2015,XIC.TO,20.75
12/7/2015,XGD.TO,8.24
12/7/2015,XUT.TO,18.49
12/7/2015,XHC.TO,41.39
12/7/2015,XQQ.TO,38.77
12/8/2015,XST.TO,48.39
12/8/2015,XFN.TO,29.68
12/8/2015,XEG.TO,10.24
12/8/2015,XRE.TO,14.48
12/8/2015,XIT.TO,12.83
12/8/2015,XIC.TO,20.56
12/8/2015,XGD.TO,8.18
12/8/2015,XUT.TO,18.06
12/8/2015,XHC.TO,41.34
12/8/2015,XQQ.TO,38.74
12/9/2015,XST.TO,48.33
12/9/2015,XFN.TO,29.72
12/9/2015,XEG.TO,10.29
12/9/2015,XRE.TO,14.41
12/9/2015,XIT.TO,12.61
12/9/2015,XIC.TO,20.6
12/9/2015,XGD.TO,8.25
12/9/2015,XUT.TO,18.03
12/9/2015,XHC.TO,40.74
12/9/2015,XQQ.TO,38.24
12/10/2015,XST.TO,48.82
12/10/2015,XFN.TO,29.78
12/10/2015,XEG.TO,10.41
12/10/2015,XRE.TO,14.4
12/10/2015,XIT.TO,12.98
12/10/2015,XIC.TO,20.71
12/10/2015,XGD.TO,8.29
12/10/2015,XUT.TO,18.28
12/10/2015,XHC.TO,41.09
12/10/2015,XQQ.TO,38.61
12/11/2015,XST.TO,48.1
12/11/2015,XFN.TO,29.25
12/11/2015,XEG.TO,10.08
12/11/2015,XRE.TO,14.29
12/11/2015,XIT.TO,12.74
12/11/2015,XIC.TO,20.35
12/11/2015,XGD.TO,8.41
12/11/2015,XUT.TO,18.11
12/11/2015,XHC.TO,40.44
12/11/2015,XQQ.TO,37.69
12/14/2015,XST.TO,48.38
12/14/2015,XFN.TO,29.12
12/14/2015,XEG.TO,9.9
12/14/2015,XRE.TO,14.15
12/14/2015,XIT.TO,12.68
12/14/2015,XIC.TO,20.21
12/14/2015,XGD.TO,7.91
12/14/2015,XUT.TO,18.02
12/14/2015,XHC.TO,40.53
12/14/2015,XQQ.TO,37.79
12/15/2015,XST.TO,48.93
12/15/2015,XFN.TO,29.54
12/15/2015,XEG.TO,10.14
12/15/2015,XRE.TO,14.42
12/15/2015,XIT.TO,12.91
12/15/2015,XIC.TO,20.58
12/15/2015,XGD.TO,7.93
12/15/2015,XUT.TO,18.3
12/15/2015,XHC.TO,41.26
12/15/2015,XQQ.TO,38.09
12/16/2015,XST.TO,49.32
12/16/2015,XFN.TO,30.0
12/16/2015,XEG.TO,10.07
12/16/2015,XRE.TO,14.61
12/16/2015,XIT.TO,13.05
12/16/2015,XIC.TO,20.97
12/16/2015,XGD.TO,8.31
12/16/2015,XUT.TO,18.92
12/16/2015,XHC.TO,41.9
12/16/2015,XQQ.TO,38.66
12/17/2015,XST.TO,48.92
12/17/2015,XFN.TO,29.88
12/17/2015,XEG.TO,9.98
12/17/2015,XRE.TO,14.68
12/17/2015,XIT.TO,13.08
12/17/2015,XIC.TO,20.73
12/17/2015,XGD.TO,7.83
12/17/2015,XUT.TO,19.11
12/17/2015,XHC.TO,41.58
12/17/2015,XQQ.TO,38.1
12/18/2015,XST.TO,48.99
12/18/2015,XFN.TO,29.65
12/18/2015,XEG.TO,10.18
12/18/2015,XRE.TO,14.7
12/18/2015,XIT.TO,13.13
12/18/2015,XIC.TO,20.74
12/18/2015,XGD.TO,8.08
12/18/2015,XUT.TO,19.35
12/18/2015,XHC.TO,40.93
12/18/2015,XQQ.TO,37.54
12/21/2015,XST.TO,49.09
12/21/2015,XFN.TO,29.72
12/21/2015,XEG.TO,10.11
12/21/2015,XRE.TO,14.64
12/21/2015,XIT.TO,13.06
12/21/2015,XIC.TO,20.75
12/21/2015,XGD.TO,8.23
12/21/2015,XUT.TO,19.12
12/21/2015,XHC.TO,40.97
12/21/2015,XQQ.TO,37.45
12/22/2015,XST.TO,49.39
12/22/2015,XFN.TO,29.7
12/22/2015,XEG.TO,10.09
12/22/2015,XRE.TO,14.62
12/22/2015,XIT.TO,13.14
12/22/2015,XIC.TO,20.83
12/22/2015,XGD.TO,8.19
12/22/2015,XUT.TO,19.14
12/22/2015,XHC.TO,41.34
12/22/2015,XQQ.TO,37.85
12/23/2015,XST.TO,49.32
12/23/2015,XFN.TO,29.97
12/23/2015,XEG.TO,10.68
12/23/2015,XRE.TO,14.61
12/23/2015,XIT.TO,13.22
12/23/2015,XIC.TO,21.16
12/23/2015,XGD.TO,8.29
12/23/2015,XUT.TO,19.4
12/23/2015,XHC.TO,41.92
12/23/2015,XQQ.TO,38.2
12/24/2015,XST.TO,49.62
12/24/2015,XFN.TO,30.13
12/24/2015,XEG.TO,10.61
12/24/2015,XRE.TO,14.7
12/24/2015,XIT.TO,13.28
12/24/2015,XIC.TO,21.21
12/24/2015,XGD.TO,8.45
12/24/2015,XUT.TO,19.65
12/24/2015,XHC.TO,41.9
12/24/2015,XQQ.TO,38.26
12/29/2015,XST.TO,50.05
12/29/2015,XFN.TO,30.2
12/29/2015,XEG.TO,10.45
12/29/2015,XRE.TO,14.68
12/29/2015,XIT.TO,13.42
12/29/2015,XIC.TO,20.94
12/29/2015,XGD.TO,8.21
12/29/2015,XUT.TO,19.47
12/29/2015,XHC.TO,41.66
12/29/2015,XQQ.TO,38.75
12/30/2015,XST.TO,49.78
12/30/2015,XFN.TO,30.02
12/30/2015,XEG.TO,10.19
12/30/2015,XRE.TO,14.7
12/30/2015,XIT.TO,13.36
12/30/2015,XIC.TO,20.78
12/30/2015,XGD.TO,8.1
12/30/2015,XUT.TO,19.44
12/30/2015,XHC.TO,41.43
12/30/2015,XQQ.TO,38.45
12/31/2015,XST.TO,48.72
12/31/2015,XFN.TO,29.58
12/31/2015,XEG.TO,10.25
12/31/2015,XRE.TO,14.46
12/31/2015,XIT.TO,13.18
12/31/2015,XIC.TO,20.6
12/31/2015,XGD.TO,8.07
12/31/2015,XUT.TO,19.25
12/31/2015,XHC.TO,41.23
12/31/2015,XQQ.TO,37.95
1/4/2016,XST.TO,48.12
1/4/2016,XFN.TO,29.28
1/4/2016,XEG.TO,10.2
1/4/2016,XRE.TO,14.44
1/4/2016,XIT.TO,12.96
1/4/2016,XIC.TO,20.47
1/4/2016,XGD.TO,8.39
1/4/2016,XUT.TO,19.09
1/4/2016,XHC.TO,40.35
1/4/2016,XQQ.TO,36.7
1/5/2016,XST.TO,48.0
1/5/2016,XFN.TO,29.27
1/5/2016,XEG.TO,10.27
1/5/2016,XRE.TO,14.36
1/5/2016,XIT.TO,12.9
1/5/2016,XIC.TO,20.46
1/5/2016,XGD.TO,8.37
1/5/2016,XUT.TO,19.12
1/5/2016,XHC.TO,40.7
1/5/2016,XQQ.TO,37.06
1/6/2016,XST.TO,48.47
1/6/2016,XFN.TO,28.81
1/6/2016,XEG.TO,9.88
1/6/2016,XRE.TO,14.31
1/6/2016,XIT.TO,12.81
1/6/2016,XIC.TO,20.15
1/6/2016,XGD.TO,8.64
1/6/2016,XUT.TO,19.22
1/6/2016,XHC.TO,40.28
1/6/2016,XQQ.TO,36.6
1/7/2016,XST.TO,48.17
1/7/2016,XFN.TO,28.18
1/7/2016,XEG.TO,9.47
1/7/2016,XRE.TO,13.94
1/7/2016,XIT.TO,12.36
1/7/2016,XIC.TO,19.72
1/7/2016,XGD.TO,9.09
1/7/2016,XUT.TO,18.56
1/7/2016,XHC.TO,39.38
1/7/2016,XQQ.TO,35.6
1/8/2016,XST.TO,48.28
1/8/2016,XFN.TO,28.2
1/8/2016,XEG.TO,9.49
1/8/2016,XRE.TO,13.96
1/8/2016,XIT.TO,12.4
1/8/2016,XIC.TO,19.71
1/8/2016,XGD.TO,8.86
1/8/2016,XUT.TO,18.89
1/8/2016,XHC.TO,38.88
1/8/2016,XQQ.TO,35.2
1/11/2016,XST.TO,47.68
1/11/2016,XFN.TO,28.2
1/11/2016,XEG.TO,9.1
1/11/2016,XRE.TO,13.93
1/11/2016,XIT.TO,12.19
1/11/2016,XIC.TO,19.51
1/11/2016,XGD.TO,8.56
1/11/2016,XUT.TO,18.94
1/11/2016,XHC.TO,38.5
1/11/2016,XQQ.TO,35.3
1/12/2016,XST.TO,47.94
1/12/2016,XFN.TO,28.38
1/12/2016,XEG.TO,9.05
1/12/2016,XRE.TO,13.87
1/12/2016,XIT.TO,12.33
1/12/2016,XIC.TO,19.6
